"Номер заказа";"Номер отправления";"Дата создания заказа";"Дата отгрузки";"Статус";"Сумма отправления";"Наименование товара";"OZON id";"Артикул";"Итоговая стоимость товара";"Количество"
"32548066-0010";"32548066-0010-2";"2020-03-17 06:55:38";"2020-03-18 10:00:00";"Доставлен";"339.00";"Арт носки ""Рик и Морти""";"169831905";"M1171";"339.00";"1"
"38993461-0006";"38993461-0006-3";"2020-03-16 23:27:06";"2020-03-17 10:00:00";"Доставлен";"295.00";"Носки ""Злой клоун""";"169038257";"233";"295.00";"1"
"38968078-0005";"38968078-0005-2";"2020-03-16 22:44:03";"2020-03-17 10:00:00";"Доставлен";"406.00";"Носки ""Котаны""";"169410434";"396";"406.00";"1"
"13781877-0009";"13781877-0009-4";"2020-03-16 22:40:11";"2020-03-18 10:00:00";"Доставлен";"276.00";"Носки ""Женские""";"169038406";"147";"276.00";"1"
"22884289-0066";"22884289-0066-3";"2020-03-16 20:28:39";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки ""Лягушка""";"168796976";"143";"276.00";"1"
"44052513-0003";"44052513-0003-2";"2020-03-16 19:33:42";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки ""Сладкий Пончик""";"169048371";"193";"276.00";"1"
"44052513-0003";"44052513-0003-2";"2020-03-16 19:33:42";"2020-03-17 10:00:00";"Доставлен";"285.00";"Носки ""Горячая пицца""";"169293122";"333";"285.00";"1"
"39631707-0003";"39631707-0003-2";"2020-03-16 17:07:14";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки  ""Призрак""";"169293092";"349";"276.00";"1"
"37513959-0007";"37513959-0007-2";"2020-03-16 17:05:29";"2020-03-19 10:00:00";"Доставлен";"461.00";"Носки ""Конопляный набор""";"169099584";"243";"461.00";"1"
"32650797-0014";"32650797-0014-2";"2020-03-16 16:17:07";"2020-03-17 10:00:00";"Доставлен";"461.00";"Носки ""Конопляный набор""";"169099584";"243";"461.00";"1"
"11732223-0008";"11732223-0008-2";"2020-03-16 15:12:16";"2020-03-17 10:00:00";"Доставлен";"339.00";"Арт носки ""Авокадо""";"169831146";"M1004-det";"339.00";"1"
"39398844-0010";"39398844-0010-2";"2020-03-16 14:42:45";"2020-03-17 10:00:00";"Доставлен";"295.00";"Носки ""Злой клоун""";"169038257";"233";"295.00";"1"
"44533095-0001";"44533095-0001-5";"2020-03-16 12:51:18";"2020-03-17 10:00:00";"Доставлен";"295.00";"Носки ""Лиза Симпсон""";"169570222";"402";"295.00";"1"
"37710184-0040";"37710184-0040-2";"2020-03-16 11:30:14";"2020-03-17 10:00:00";"Доставлен";"299.00";"Арт носки ""Питбуль""";"169831886";"M1114";"299.00";"1"
"40217142-0001";"40217142-0001-1";"2020-03-16 11:01:52";"2020-03-19 10:00:00";"Доставлен";"276.00";"Носки ""Картина Мона Лиза""";"169562467";"405";"276.00";"1"
"15209136-0010";"15209136-0010-4";"2020-03-16 09:57:10";"2020-03-18 10:00:00";"Доставлен";"276.00";"Носки ""Баскетбол""";"168914646";"166";"276.00";"1"
"44576224-0001";"44576224-0001-3";"2020-03-16 09:21:06";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки ""Авокадо""";"168797020";"125";"276.00";"1"
"18252919-0036";"18252919-0036-3";"2020-03-16 09:23:03";"2020-03-17 10:00:00";"Доставлен";"295.00";"Арт носки Авокадо";"169702631";"M1004";"295.00";"1"
"40083754-0005";"40083754-0005-1";"2020-03-16 08:03:44";"2020-03-17 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"38536590-0021";"38536590-0021-2";"2020-03-16 07:37:19";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки ""Баскетбольный мяч""";"169334610";"379";"276.00";"1"
"42118806-0009";"42118806-0009-2";"2020-03-16 05:52:58";"2020-03-17 10:00:00";"Доставлен";"369.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"369.00";"1"
"34751162-0013";"34751162-0013-2";"2020-03-15 22:12:26";"2020-03-18 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"43271988-0003";"43271988-0003-2";"2020-03-15 21:21:56";"2020-03-16 10:00:00";"Доставлен";"295.00";"Носки ""Химик""";"169048375";"214";"295.00";"1"
"43271988-0003";"43271988-0003-2";"2020-03-15 21:21:56";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки  ""Призрак""";"169293092";"349";"276.00";"1"
"40466210-0002";"40466210-0002-1";"2020-03-15 19:54:14";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки ""Женские""";"169038406";"147";"276.00";"1"
"43826738-0003";"43826738-0003-2";"2020-03-15 19:48:01";"2020-03-16 10:00:00";"Доставлен";"295.00";"Носки с надписью";"169197597";"282";"295.00";"1"
"33992454-0014";"33992454-0014-2";"2020-03-15 10:33:05";"2020-03-16 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"34477479-0010";"34477479-0010-2";"2020-03-15 17:24:43";"2020-03-18 10:00:00";"Доставлен";"296.00";"Носки ""Густав Климт""";"169293116";"336";"296.00";"1"
"31944340-0046";"31944340-0046-1";"2020-03-15 17:10:45";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки ""Авокадо""";"168797020";"125";"276.00";"1"
"44001349-0004";"44001349-0004-2";"2020-03-15 16:05:43";"2020-03-16 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"31939486-0003";"31939486-0003-3";"2020-03-15 15:18:26";"2020-03-16 10:00:00";"Отменен";"276.00";"Носки ""Авокадо""";"168797020";"125";"276.00";"1"
"33723730-0020";"33723730-0020-2";"2020-03-15 14:44:21";"2020-03-16 10:00:00";"Отменен";"295.00";"Носки ""Халк""";"168720403";"115";"295.00";"1"
"43155159-0005";"43155159-0005-1";"2020-03-15 12:47:36";"2020-03-16 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"08872485-0018";"08872485-0018-3";"2020-03-15 12:01:50";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки ""Ёжики""";"168720418";"103";"276.00";"1"
"25363090-0028";"25363090-0028-1";"2020-03-15 11:57:20";"2020-03-17 10:00:00";"Отменен";"276.00";"Носки ""Авокадо""";"168797020";"125";"276.00";"1"
"35627800-0007";"35627800-0007-3";"2020-03-15 11:06:04";"2020-03-16 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"40413516-0008";"40413516-0008-2";"2020-03-15 10:59:11";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки ""Авокадо""";"168797020";"125";"276.00";"1"
"40413516-0008";"40413516-0008-2";"2020-03-15 10:59:11";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки ""Святая""";"169197599";"267";"276.00";"1"
"17030666-0022";"17030666-0022-3";"2020-03-15 10:10:23";"2020-03-16 10:00:00";"Доставлен";"276.00";"Носки ""Пикачу""";"169203052";"283";"276.00";"1"
"29408101-0011";"29408101-0011-2";"2020-03-15 06:19:25";"2020-03-16 10:00:00";"Доставлен";"498.00";"Носки ""Авокадо набор""";"169387794";"390";"498.00";"1"
"37047551-0009";"37047551-0009-1";"2020-03-15 04:09:27";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки ""Авокадо""";"168797020";"125";"276.00";"1"
"44052513-0002";"44052513-0002-2";"2020-03-14 21:58:57";"2020-03-15 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"44537010-0001";"44537010-0001-3";"2020-03-14 20:55:04";"2020-03-15 10:00:00";"Доставлен";"313.00";"Носки ""Фламинго на прогулке""";"169293123";"317";"313.00";"1"
"30140981-0033";"30140981-0033-3";"2020-03-14 19:55:12";"2020-03-15 10:00:00";"Доставлен";"276.00";"Носки ""Микки Маус""";"168914555";"172";"276.00";"1"
"07447086-0012";"07447086-0012-3";"2020-03-14 17:00:48";"2020-03-15 10:00:00";"Доставлен";"339.00";"Арт носки ""Космический путешественник""";"169834701";"M1031";"339.00";"1"
"40139718-0011";"40139718-0011-1";"2020-03-14 16:31:50";"2020-03-15 10:00:00";"Доставлен";"276.00";"Носки ""Конопля""";"169108914";"242";"276.00";"1"
"29552994-0006";"29552994-0006-1";"2020-03-14 15:48:19";"2020-03-17 10:00:00";"Доставлен";"296.00";"Носки ""Густав Климт""";"169293116";"336";"296.00";"1"
"31217491-0015";"31217491-0015-2";"2020-03-14 14:41:12";"2020-03-18 10:00:00";"Доставлен";"276.00";"Носки ""Ромашки""";"169099579";"245";"276.00";"1"
"40248666-0007";"40248666-0007-3";"2020-03-14 14:09:28";"2020-03-17 10:00:00";"Доставлен";"276.00";"Носки ""Конопля""";"169108914";"242";"276.00";"1"
"07750558-0023";"07750558-0023-3";"2020-03-14 11:19:06";"2020-03-15 10:00:00";"Доставлен";"289.00";"Носки ""Абстракция""";"169256368";"326";"289.00";"1"
"16409054-0033";"16409054-0033-3";"2020-03-14 10:43:25";"2020-03-15 10:00:00";"Доставлен";"449.00";"Носки ""Звездные войны""";"169231287";"287";"449.00";"1"
"42491912-0001";"42491912-0001-3";"2020-03-14 10:25:38";"2020-03-15 10:00:00";"Доставлен";"369.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"369.00";"1"
"40761112-0024";"40761112-0024-2";"2020-03-13 22:52:07";"2020-03-14 10:00:00";"Доставлен";"461.00";"Носки ""Конопляный набор""";"169099584";"243";"461.00";"1"
"37503689-0061";"37503689-0061-3";"2020-03-13 17:13:01";"2020-03-14 10:00:00";"Доставлен";"359.00";"Носки ""Микки""";"169099586";"241";"359.00";"1"
"40983930-0019";"40983930-0019-2";"2020-03-13 17:04:34";"2020-03-14 10:00:00";"Доставлен";"319.00";"Носки ""Авокадо""";"168797020";"125";"319.00";"1"
"28348848-0072";"28348848-0072-1";"2020-03-13 14:59:54";"2020-03-14 10:00:00";"Доставлен";"339.00";"Носки ""Rick""";"169335224";"299";"339.00";"1"
"39273181-0010";"39273181-0010-3";"2020-03-13 10:51:36";"2020-03-14 10:00:00";"Доставлен";"322.00";"Носки ""Дарт Вейдер""";"169197601";"265";"322.00";"1"
"25012603-0278";"25012603-0278-4";"2020-03-13 10:18:38";"2020-03-14 10:00:00";"Доставлен";"299.00";"Носки ""Пантера Леопард""";"168796991";"141";"299.00";"1"
"17191437-0068";"17191437-0068-2";"2020-03-13 09:17:54";"2020-03-14 10:00:00";"Доставлен";"304.00";"Носки ""Пончик Аппетитный""";"169038296";"204";"304.00";"1"
"38108603-0006";"38108603-0006-2";"2020-03-12 21:35:49";"2020-03-13 10:00:00";"Отменен";"319.00";"Носки""Микки Маус""";"168914576";"171";"319.00";"1"
"26742882-0011";"26742882-0011-1";"2020-03-12 20:58:26";"2020-03-14 10:00:00";"Доставлен";"267.00";"Носки ""Капитан Америка""";"169256379";"319";"267.00";"1"
"12856169-0034";"12856169-0034-3";"2020-03-12 20:08:30";"2020-03-14 10:00:00";"Доставлен";"304.00";"Носки ""Рик и Морти""";"169410521";"393";"304.00";"1"
"34517242-0006";"34517242-0006-3";"2020-03-12 19:11:45";"2020-03-14 10:00:00";"Доставлен";"276.00";"Носки ""Ой все""";"169197598";"269";"276.00";"1"
"27170946-0067";"27170946-0067-1";"2020-03-12 18:01:25";"2020-03-14 10:00:00";"Доставлен";"339.00";"Арт носки ""Мистер лимон""";"169831442";"M1087";"339.00";"1"
"27170946-0067";"27170946-0067-1";"2020-03-12 18:01:25";"2020-03-14 10:00:00";"Доставлен";"339.00";"Арт носки ""Клоун""";"169831888";"M1115";"339.00";"1"
"44477732-0001";"44477732-0001-2";"2020-03-12 17:15:59";"2020-03-14 10:00:00";"Доставлен";"339.00";"Арт носки ""Поцелуй""";"169834526";"M1260-det";"339.00";"1"
"37359374-0021";"37359374-0021-3";"2020-03-12 17:08:07";"2020-03-15 10:00:00";"Доставлен";"339.00";"Арт носки ""Единорог на стиле""";"169832617";"M1184-det";"339.00";"1"
"39700128-0002";"39700128-0002-5";"2020-03-12 15:18:47";"2020-03-13 10:00:00";"Доставлен";"339.00";"Арт носки ""Рик и Морти""";"169831905";"M1171";"339.00";"1"
"07109917-0024";"07109917-0024-4";"2020-03-12 14:45:55";"2020-03-13 10:00:00";"Доставлен";"339.00";"Арт носки ""Мистер лимон""";"169831442";"M1087";"339.00";"1"
"06852981-0104";"06852981-0104-3";"2020-03-12 13:40:42";"2020-03-13 10:00:00";"Доставлен";"295.00";"Носки ""Кактус""";"169099559";"256";"295.00";"1"
"40122045-0028";"40122045-0028-4";"2020-03-12 12:40:01";"2020-03-13 10:00:00";"Доставлен";"626.00";"Носки ""Микки""";"169099586";"241";"313.00";"2"
"14379481-0056";"14379481-0056-3";"2020-03-12 07:46:19";"2020-03-13 10:00:00";"Доставлен";"369.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"369.00";"1"
"05111835-0045";"05111835-0045-4";"2020-03-12 06:26:11";"2020-03-13 10:00:00";"Доставлен";"276.00";"Носки ""Конопля""";"169108914";"242";"276.00";"1"
"39398844-0009";"39398844-0009-3";"2020-03-12 05:23:43";"2020-03-13 10:00:00";"Отменен";"295.00";"Носки ""Злой клоун""";"169038257";"233";"295.00";"1"
"25063779-0007";"25063779-0007-2";"2020-03-11 19:41:14";"2020-03-12 10:00:00";"Доставлен";"304.00";"Носки ""Рик и Морти""";"169410521";"393";"304.00";"1"
"36944506-0073";"36944506-0073-2";"2020-03-11 19:07:29";"2020-03-13 10:00:00";"Отменен";"276.00";"Носки ""И мы счастливы""";"169099578";"246";"276.00";"1"
"40062254-0002";"40062254-0002-2";"2020-03-11 17:56:54";"2020-03-14 10:00:00";"Доставлен";"339.00";"Арт носки ""Спанч Боб""";"169830907";"M1011-det";"339.00";"1"
"08311784-0063";"08311784-0063-3";"2020-03-11 17:40:10";"2020-03-12 10:00:00";"Доставлен";"276.00";"Носки ""Ой все""";"169197598";"269";"276.00";"1"
"44253616-0001";"44253616-0001-2";"2020-03-11 16:58:05";"2020-03-13 10:00:00";"Отменен";"304.00";"Носки ""Рик и Морти""";"169410521";"393";"304.00";"1"
"15514191-0111";"15514191-0111-4";"2020-03-11 13:00:29";"2020-03-14 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"43796487-0003";"43796487-0003-1";"2020-03-11 12:56:46";"2020-03-12 10:00:00";"Доставлен";"319.00";"Носки ""Пивной вечер""";"168720404";"136";"319.00";"1"
"32038336-0099";"32038336-0099-1";"2020-03-11 12:09:37";"2020-03-13 10:00:00";"Доставлен";"598.00";"Носки ""Баскетбольный мяч""";"169334610";"379";"299.00";"2"
"32874513-0015";"32874513-0015-2";"2020-03-11 11:03:34";"2020-03-12 10:00:00";"Доставлен";"295.00";"Носки ""Французский бульдог""";"169038260";"235";"295.00";"1"
"21664792-0052";"21664792-0052-4";"2020-03-11 10:21:38";"2020-03-12 10:00:00";"Доставлен";"295.00";"Носки ""Муравей""";"169099518";"261";"295.00";"1"
"03402497-0179";"03402497-0179-2";"2020-03-11 08:37:21";"2020-03-12 10:00:00";"Доставлен";"299.00";"Носки ""Спанч Боб""";"168797009";"133";"299.00";"1"
"03402497-0179";"03402497-0179-2";"2020-03-11 08:37:21";"2020-03-12 10:00:00";"Доставлен";"299.00";"Носки ""Спанч Боб""";"168914152";"190";"299.00";"1"
"03402497-0179";"03402497-0179-2";"2020-03-11 08:37:21";"2020-03-12 10:00:00";"Доставлен";"313.00";"Носки ""Микки""";"169099586";"241";"313.00";"1"
"03402497-0179";"03402497-0179-2";"2020-03-11 08:37:21";"2020-03-12 10:00:00";"Доставлен";"279.00";"Носки ""Барт Симс""";"169334632";"372";"279.00";"1"
"02158475-0252";"02158475-0252-2";"2020-03-11 02:05:58";"2020-03-16 10:00:00";"Доставлен";"415.00";"Носки ""Звездные войны""";"169231287";"287";"415.00";"1"
"12406278-0052";"12406278-0052-2";"2020-03-11 07:42:45";"2020-03-15 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"40642509-0010";"40642509-0010-2";"2020-03-11 06:53:51";"2020-03-12 10:00:00";"Отменен";"295.00";"Носки с надписью";"169197597";"282";"295.00";"1"
"02249445-0263";"02249445-0263-1";"2020-03-11 06:01:35";"2020-03-12 10:00:00";"Доставлен";"461.00";"Носки ""Конопляный набор""";"169099584";"243";"461.00";"1"
"02249445-0263";"02249445-0263-1";"2020-03-11 06:01:35";"2020-03-12 10:00:00";"Доставлен";"299.00";"Арт носки Авокадо";"169702631";"M1004";"299.00";"1"
"21193421-0033";"21193421-0033-2";"2020-03-11 05:16:16";"2020-03-12 10:00:00";"Доставлен";"304.00";"Носки ""Пончик Аппетитный""";"169038296";"204";"304.00";"1"
"21193421-0033";"21193421-0033-2";"2020-03-11 05:16:16";"2020-03-12 10:00:00";"Доставлен";"304.00";"Носки ""Спаси одинокий банан""";"169038335";"222";"304.00";"1"
"21193421-0033";"21193421-0033-2";"2020-03-11 05:16:16";"2020-03-12 10:00:00";"Доставлен";"295.00";"Носки ""Кактус""";"169099559";"256";"295.00";"1"
"21193421-0033";"21193421-0033-2";"2020-03-11 05:16:16";"2020-03-12 10:00:00";"Доставлен";"313.00";"Носки ""Пчелки заводные""";"169277330";"332";"313.00";"1"
"30185865-0012";"30185865-0012-3";"2020-03-10 22:54:10";"2020-03-11 10:00:00";"Доставлен";"295.00";"Носки ""Весь мир""";"169099549";"257";"295.00";"1"
"30185865-0012";"30185865-0012-3";"2020-03-10 22:54:10";"2020-03-11 10:00:00";"Доставлен";"295.00";"Носки с надписью";"169197597";"282";"295.00";"1"
"39969805-0008";"39969805-0008-2";"2020-03-10 20:43:52";"2020-03-12 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"39969805-0008";"39969805-0008-2";"2020-03-10 20:43:52";"2020-03-12 10:00:00";"Доставлен";"295.00";"Носки ""Щенок зимой""";"169038264";"236";"295.00";"1"
"39112971-0012";"39112971-0012-1";"2020-03-10 20:02:03";"2020-03-12 10:00:00";"Доставлен";"922.00";"Носки ""Конопляный набор""";"169099584";"243";"461.00";"2"
"44422536-0001";"44422536-0001-3";"2020-03-10 18:11:07";"2020-03-12 10:00:00";"Доставлен";"319.00";"Носки ""Спанч Боб""";"168914152";"190";"319.00";"1"
"26281033-0055";"26281033-0055-3";"2020-03-10 17:13:33";"2020-03-12 10:00:00";"Доставлен";"498.00";"Носки ""Авокадо набор""";"169387794";"390";"498.00";"1"
"34029689-0005";"34029689-0005-2";"2020-03-10 14:00:17";"2020-03-11 10:00:00";"Доставлен";"332.00";"Носки ""Гриффины""";"168915603";"124";"332.00";"1"
"44250363-0002";"44250363-0002-6";"2020-03-10 13:11:44";"2020-03-12 10:00:00";"Доставлен";"498.00";"Носки ""Авокадо набор""";"169387794";"390";"498.00";"1"
"44168034-0001";"44168034-0001-3";"2020-03-10 12:12:57";"2020-03-13 10:00:00";"Доставлен";"339.00";"Носки ""Текила-Лимон""";"168720411";"100";"339.00";"1"
"08559889-0263";"08559889-0263-2";"2020-03-10 10:02:19";"2020-03-11 10:00:00";"Доставлен";"319.00";"Носки ""Авокадо""";"168797020";"125";"319.00";"1"
"04281820-0056";"04281820-0056-3";"2020-03-10 07:46:31";"2020-03-13 10:00:00";"Доставлен";"498.00";"Носки ""Авокадо набор""";"169387794";"390";"498.00";"1"
"13597506-0077";"13597506-0077-4";"2020-03-10 07:22:41";"2020-03-11 10:00:00";"Доставлен";"313.00";"Носки ""Тор""";"168720400";"116";"313.00";"1"
"31431499-0003";"31431499-0003-1";"2020-03-10 05:08:37";"2020-03-11 10:00:00";"Доставлен";"295.00";"Носки ""Авокадо""";"168720421";"101";"295.00";"1"
"31431499-0003";"31431499-0003-1";"2020-03-10 05:08:37";"2020-03-11 10:00:00";"Доставлен";"296.00";"Носки ""Ананасы""";"168914645";"178";"296.00";"1"
"26050836-0068";"26050836-0068-4";"2020-03-09 21:02:21";"2020-03-10 10:00:00";"Доставлен";"329.00";"Носки ""Женские""";"169038406";"147";"329.00";"1"
"19674531-0010";"19674531-0010-3";"2020-03-09 20:48:35";"2020-03-10 10:00:00";"Доставлен";"304.00";"Носки ""Космонавт""";"168706744";"114";"304.00";"1"
"44392575-0001";"44392575-0001-1";"2020-03-09 18:11:37";"2020-03-10 10:00:00";"Доставлен";"299.00";"Носки ""Баскетбольный мяч""";"169334610";"379";"299.00";"1"
"34501286-0010";"34501286-0010-2";"2020-03-09 17:52:24";"2020-03-12 10:00:00";"Доставлен";"319.00";"Носки ""Пикачу""";"169203052";"283";"319.00";"1"
"08235718-0090";"08235718-0090-1";"2020-03-09 17:02:34";"2020-03-11 10:00:00";"Доставлен";"499.00";"Носки ""Конопляный набор""";"169099584";"243";"499.00";"1"
"39891699-0009";"39891699-0009-2";"2020-03-09 15:55:04";"2020-03-11 10:00:00";"Доставлен";"319.00";"Носки ""Авокадо""";"168720421";"101";"319.00";"1"
"03950404-0071";"03950404-0071-5";"2020-03-09 13:42:01";"2020-03-11 10:00:00";"Доставлен";"509.00";"Носки ""Авокадо набор""";"169387794";"390";"509.00";"1"
"42077313-0004";"42077313-0004-3";"2020-03-09 13:28:14";"2020-03-10 10:00:00";"Отменен";"319.00";"Носки ""Авокадо""";"168720421";"101";"319.00";"1"
"39727788-0053";"39727788-0053-3";"2020-03-09 11:07:37";"2020-03-10 10:00:00";"Доставлен";"359.00";"Носки ""Ушки""";"169231296";"268";"359.00";"1"
"14229633-0018";"14229633-0018-3";"2020-03-09 08:50:41";"2020-03-10 10:00:00";"Доставлен";"598.00";"Носки ""Сладкий Пончик""";"169048371";"193";"299.00";"2"
"18666421-0016";"18666421-0016-2";"2020-03-09 08:38:09";"2020-03-11 10:00:00";"Доставлен";"319.00";"Носки с надписью";"169197597";"282";"319.00";"1"
"03590721-0107";"03590721-0107-4";"2020-03-09 08:33:45";"2020-03-11 10:00:00";"Доставлен";"299.00";"Носки ""Мишка""";"168796955";"146";"299.00";"1"
"03590721-0107";"03590721-0107-4";"2020-03-09 08:33:45";"2020-03-11 10:00:00";"Доставлен";"279.00";"Носки ""Ой все""";"169197598";"269";"279.00";"1"
"14229633-0017";"14229633-0017-2";"2020-03-09 07:58:36";"2020-03-15 10:00:00";"Отменен";"598.00";"Носки ""Сладкий Пончик""";"169048371";"193";"299.00";"2"
"14444047-0101";"14444047-0101-6";"2020-03-09 01:19:03";"2020-03-09 10:00:00";"Доставлен";"299.00";"Носки ""Авокадо""";"168720421";"101";"299.00";"1"
"43835267-0001";"43835267-0001-1";"2020-03-08 19:12:57";"2020-03-09 10:00:00";"Доставлен";"303.00";"Носки ""Авокадо""";"168720421";"101";"303.00";"1"
"43835267-0001";"43835267-0001-1";"2020-03-08 19:12:57";"2020-03-09 10:00:00";"Доставлен";"322.00";"Носки ""Фламинго на прогулке""";"169293123";"317";"322.00";"1"
"44362305-0001";"44362305-0001-3";"2020-03-08 17:19:47";"2020-03-10 10:00:00";"Доставлен";"303.00";"Носки ""Кактус""";"169099559";"256";"303.00";"1"
"44359339-0001";"44359339-0001-2";"2020-03-08 15:07:27";"2020-03-10 10:00:00";"Доставлен";"303.00";"Носки ""Волчонок""";"169038266";"237";"303.00";"1"
"36610223-0010";"36610223-0010-1";"2020-03-08 11:22:36";"2020-03-11 10:00:00";"Доставлен";"284.00";"Носки ""Женские""";"169038406";"147";"284.00";"1"
"35940649-0025";"35940649-0025-1";"2020-03-08 11:02:37";"2020-03-11 10:00:00";"Доставлен";"284.00";"Носки ""Арбуз""";"168797000";"139";"284.00";"1"
"35940649-0025";"35940649-0025-1";"2020-03-08 11:02:37";"2020-03-11 10:00:00";"Доставлен";"284.00";"Носки ""Мандаринка""";"168915662";"104";"284.00";"1"
"38502689-0020";"38502689-0020-2";"2020-03-08 09:02:17";"2020-03-09 10:00:00";"Доставлен";"312.00";"Носки""Кошечки""";"169410522";"392";"312.00";"1"
"38915415-0026";"38915415-0026-4";"2020-03-08 06:27:02";"2020-03-09 10:00:00";"Доставлен";"731.00";"Носки ""Микки Маус""";"168915341";"160";"731.00";"1"
"44256720-0003";"44256720-0003-4";"2020-03-07 21:02:46";"2020-03-10 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"08444737-0011";"08444737-0011-2";"2020-03-07 17:20:51";"2020-03-11 10:00:00";"Доставлен";"284.00";"Носки ""Пикачу""";"169203052";"283";"284.00";"1"
"41284849-0008";"41284849-0008-6";"2020-03-07 17:06:34";"2020-03-12 10:00:00";"Доставлен";"331.00";"Носки ""Гомер Симпсон""";"169334737";"361";"331.00";"1"
"03417748-0261";"03417748-0261-3";"2020-03-07 16:58:17";"2020-03-10 10:00:00";"Доставлен";"284.00";"Носки ""Ананас""";"168706742";"128";"284.00";"1"
"19235019-0019";"19235019-0019-2";"2020-03-07 16:33:35";"2020-03-09 10:00:00";"Отменен";"284.00";"Носки ""Ананас""";"168706742";"128";"284.00";"1"
"16381794-0090";"16381794-0090-2";"2020-03-07 15:36:26";"2020-03-09 10:00:00";"Доставлен";"299.00";"Носки ""Мона Лиза""";"168720410";"113";"299.00";"1"
"16381794-0090";"16381794-0090-2";"2020-03-07 15:36:26";"2020-03-09 10:00:00";"Доставлен";"509.00";"Носки ""Авокадо набор""";"169387794";"390";"509.00";"1"
"17967156-0005";"17967156-0005-2";"2020-03-07 15:03:04";"2020-03-09 10:00:00";"Доставлен";"312.00";"Носки ""Череп цветной""";"169293130";"305";"312.00";"1"
"30227189-0010";"30227189-0010-3";"2020-03-07 10:57:27";"2020-03-10 10:00:00";"Доставлен";"284.00";"Носки ""Попугай""";"168797034";"121";"284.00";"1"
"31269071-0004";"31269071-0004-3";"2020-03-07 05:35:43";"2020-03-08 10:00:00";"Доставлен";"303.00";"Носки ""Авокадо""";"168720421";"101";"303.00";"1"
"44316915-0001";"44316915-0001-2";"2020-03-07 04:44:29";"2020-03-08 10:00:00";"Доставлен";"284.00";"Носки ""Пикачу""";"169203052";"283";"284.00";"1"
"07520741-0072";"07520741-0072-2";"2020-03-07 04:23:02";"2020-03-08 10:00:00";"Доставлен";"379.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"379.00";"1"
"42574149-0005";"42574149-0005-3";"2020-03-06 20:23:42";"2020-03-07 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"30747210-0016";"30747210-0016-2";"2020-03-06 19:21:45";"2020-03-07 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"42801103-0004";"42801103-0004-3";"2020-03-06 19:12:34";"2020-03-07 10:00:00";"Доставлен";"284.00";"Носки ""Спанч Боб""";"168797009";"133";"284.00";"1"
"34579813-0011";"34579813-0011-2";"2020-03-06 18:38:22";"2020-03-07 10:00:00";"Доставлен";"303.00";"Носки ""Авокадо""";"168720421";"101";"303.00";"1"
"05921320-0051";"05921320-0051-1";"2020-03-06 18:16:53";"2020-03-07 10:00:00";"Доставлен";"279.00";"Носки ""Вселенная""";"168706740";"129";"279.00";"1"
"05921320-0051";"05921320-0051-1";"2020-03-06 18:16:53";"2020-03-07 10:00:00";"Доставлен";"299.00";"Носки ""Железный человек""";"168797049";"120";"299.00";"1"
"17453191-0468";"17453191-0468-4";"2020-03-06 17:39:06";"2020-03-08 10:00:00";"Доставлен";"303.00";"Носки ""Авокадо""";"168720421";"101";"303.00";"1"
"37324599-0013";"37324599-0013-3";"2020-03-06 14:07:46";"2020-03-08 10:00:00";"Доставлен";"284.00";"Носки ""Женские""";"169038406";"147";"284.00";"1"
